transaction_id,account_id,transaction_type,transaction_date,transaction_mode,transaction_amount,remarks,currency
4904,391,Loan_payment,"2025-03-05 18:54:35",Cheque,33976.00,"Loan_payment transaction",INR
4905,344,Loan_payment,"2025-03-14 18:54:35",ATM,28163.00,"Loan_payment transaction",INR
4906,176,Withdrawal,"2025-11-09 18:54:35",Cash,34147.00,"Withdrawal transaction",INR
4907,3,Deposit,"2025-04-02 18:54:35",Cash,23865.00,"Deposit transaction",INR
4908,69,Transfer,"2025-08-03 18:54:35",Cash,20839.00,"Transfer transaction",INR
4909,255,Withdrawal,"2026-01-29 18:54:35",ATM,44885.00,"Withdrawal transaction",INR
4910,121,Transfer,"2025-03-28 18:54:35",Cheque,30810.00,"Transfer transaction",INR
4911,132,Transfer,"2025-03-15 18:54:35",Online,92477.00,"Transfer transaction",INR
4912,353,Loan_payment,"2025-09-25 18:54:35",Online,46840.00,"Loan_payment transaction",INR
4913,126,Loan_payment,"2025-06-27 18:54:35",ATM,33518.00,"Loan_payment transaction",INR
4914,350,Loan_payment,"2025-08-10 18:54:35",NEFT,29836.00,"Loan_payment transaction",INR
4915,400,Withdrawal,"2025-05-29 18:54:35",Cash,25781.00,"Withdrawal transaction",INR
4916,24,Withdrawal,"2025-05-30 18:54:35",Cash,13513.00,"Withdrawal transaction",INR
4917,192,Withdrawal,"2025-08-07 18:54:35",ATM,17206.00,"Withdrawal transaction",INR
4918,121,Withdrawal,"2025-06-20 18:54:35",NEFT,87174.00,"Withdrawal transaction",INR
4919,336,Loan_payment,"2025-11-06 18:54:35",Online,7353.00,"Loan_payment transaction",INR
4920,63,Deposit,"2025-05-04 18:54:35",Cash,92320.00,"Deposit transaction",INR
4921,315,Loan_payment,"2025-12-04 18:54:35",NEFT,42419.00,"Loan_payment transaction",INR
4922,64,Withdrawal,"2025-07-30 18:54:35",Online,17972.00,"Withdrawal transaction",INR
4923,23,Deposit,"2025-07-28 18:54:35",Cash,63513.00,"Deposit transaction",INR
4924,175,Loan_payment,"2025-02-20 18:54:35",Online,45271.00,"Loan_payment transaction",INR
4925,64,Transfer,"2025-03-08 18:54:35",Online,81170.00,"Transfer transaction",INR
4926,30,Withdrawal,"2025-09-07 18:54:35",Online,52952.00,"Withdrawal transaction",INR
4927,239,Deposit,"2025-03-15 18:54:35",Cheque,54706.00,"Deposit transaction",INR
4928,186,Loan_payment,"2025-09-13 18:54:35",Online,46349.00,"Loan_payment transaction",INR
4929,297,Withdrawal,"2025-03-12 18:54:35",ATM,29751.00,"Withdrawal transaction",INR
4930,120,Withdrawal,"2025-02-22 18:54:35",Cash,65425.00,"Withdrawal transaction",INR
4931,330,Transfer,"2025-06-04 18:54:35",Online,2545.00,"Transfer transaction",INR
4932,322,Withdrawal,"2025-11-13 18:54:35",Cash,76152.00,"Withdrawal transaction",INR
4933,355,Loan_payment,"2025-06-28 18:54:35",Cash,49583.00,"Loan_payment transaction",INR
4934,397,Withdrawal,"2025-12-26 18:54:35",ATM,86467.00,"Withdrawal transaction",INR
4935,245,Loan_payment,"2025-06-03 18:54:35",ATM,52355.00,"Loan_payment transaction",INR
4936,239,Deposit,"2025-07-18 18:54:35",Cash,76377.00,"Deposit transaction",INR
4937,160,Transfer,"2025-08-27 18:54:35",Cash,18016.00,"Transfer transaction",INR
4938,398,Loan_payment,"2025-11-18 18:54:35",ATM,36383.00,"Loan_payment transaction",INR
4939,157,Transfer,"2026-02-08 18:54:35",ATM,16088.00,"Transfer transaction",INR
4940,292,Deposit,"2025-05-28 18:54:35",Online,45512.00,"Deposit transaction",INR
4941,114,Deposit,"2025-07-12 18:54:35",Online,20961.00,"Deposit transaction",INR
4942,265,Deposit,"2025-07-03 18:54:35",Cash,39904.00,"Deposit transaction",INR
4943,253,Deposit,"2025-10-26 18:54:35",ATM,17679.00,"Deposit transaction",INR
4944,197,Loan_payment,"2025-04-16 18:54:35",ATM,44459.00,"Loan_payment transaction",INR
4945,100,Loan_payment,"2025-08-03 18:54:35",ATM,70019.00,"Loan_payment transaction",INR
4946,151,Loan_payment,"2025-03-31 18:54:35",Cash,21266.00,"Loan_payment transaction",INR
4947,391,Transfer,"2025-12-08 18:54:35",Cheque,6958.00,"Transfer transaction",INR
4948,382,Withdrawal,"2025-09-16 18:54:35",ATM,2556.00,"Withdrawal transaction",INR
4949,413,Transfer,"2025-05-01 18:54:35",NEFT,72039.00,"Transfer transaction",INR
4950,73,Loan_payment,"2025-12-02 18:54:35",Cheque,49352.00,"Loan_payment transaction",INR
4951,175,Deposit,"2025-09-03 18:54:35",Cheque,48890.00,"Deposit transaction",INR
4952,33,Loan_payment,"2025-05-10 18:54:35",ATM,4683.00,"Loan_payment transaction",INR
4953,262,Withdrawal,"2025-08-10 18:54:35",Cash,84356.00,"Withdrawal transaction",INR
4954,120,Transfer,"2025-02-25 18:54:35",Cash,88346.00,"Transfer transaction",INR
4955,197,Loan_payment,"2025-04-08 18:54:35",NEFT,45641.00,"Loan_payment transaction",INR
4956,268,Withdrawal,"2025-04-19 18:54:35",Online,64670.00,"Withdrawal transaction",INR
4957,208,Transfer,"2025-12-02 18:54:35",Cash,2796.00,"Transfer transaction",INR
4958,412,Transfer,"2025-12-09 18:54:35",Online,33415.00,"Transfer transaction",INR
4959,242,Loan_payment,"2026-01-19 18:54:35",ATM,34371.00,"Loan_payment transaction",INR
4960,413,Transfer,"2025-10-01 18:54:35",Cheque,73592.00,"Transfer transaction",INR
4961,410,Deposit,"2025-08-22 18:54:35",NEFT,80641.00,"Deposit transaction",INR
4962,248,Loan_payment,"2025-07-24 18:54:35",ATM,52635.00,"Loan_payment transaction",INR
4963,402,Loan_payment,"2025-05-17 18:54:35",ATM,14616.00,"Loan_payment transaction",INR
4964,350,Deposit,"2025-11-04 18:54:35",Cash,94400.00,"Deposit transaction",INR
4965,364,Loan_payment,"2025-03-28 18:54:35",Cheque,52327.00,"Loan_payment transaction",INR
4966,137,Loan_payment,"2026-01-07 18:54:35",Online,97604.00,"Loan_payment transaction",INR
4967,352,Deposit,"2025-04-09 18:54:35",Cheque,91238.00,"Deposit transaction",INR
4968,45,Transfer,"2025-08-14 18:54:35",NEFT,97387.00,"Transfer transaction",INR
4969,16,Deposit,"2026-01-01 18:54:35",Cash,67137.00,"Deposit transaction",INR
4970,49,Transfer,"2026-01-04 18:54:35",Cash,22369.00,"Transfer transaction",INR
4971,150,Deposit,"2025-07-26 18:54:35",ATM,45843.00,"Deposit transaction",INR
4972,370,Deposit,"2025-05-06 18:54:35",ATM,77386.00,"Deposit transaction",INR
4973,365,Transfer,"2025-04-03 18:54:35",ATM,4360.00,"Transfer transaction",INR
4974,89,Transfer,"2026-01-23 18:54:35",ATM,45691.00,"Transfer transaction",INR
4975,390,Transfer,"2026-01-31 18:54:35",NEFT,49489.00,"Transfer transaction",INR
4976,331,Loan_payment,"2025-07-22 18:54:35",NEFT,85329.00,"Loan_payment transaction",INR
4977,133,Withdrawal,"2025-12-15 18:54:35",ATM,88671.00,"Withdrawal transaction",INR
4978,283,Withdrawal,"2025-07-30 18:54:35",Online,89990.00,"Withdrawal transaction",INR
4979,410,Withdrawal,"2025-02-25 18:54:35",Online,28753.00,"Withdrawal transaction",INR
4980,184,Deposit,"2025-02-22 18:54:35",ATM,28811.00,"Deposit transaction",INR
4981,385,Transfer,"2025-09-30 18:54:35",Cheque,69054.00,"Transfer transaction",INR
4982,21,Withdrawal,"2025-10-05 18:54:35",NEFT,12718.00,"Withdrawal transaction",INR
4983,399,Transfer,"2025-07-19 18:54:35",Cash,70454.00,"Transfer transaction",INR
4984,242,Deposit,"2025-08-05 18:54:35",Cash,18213.00,"Deposit transaction",INR
4985,29,Transfer,"2025-05-15 18:54:35",Online,75087.00,"Transfer transaction",INR
4986,142,Deposit,"2025-03-28 18:54:35",Online,43781.00,"Deposit transaction",INR
4987,9,Deposit,"2026-01-02 18:54:35",Online,45047.00,"Deposit transaction",INR
4988,4,Withdrawal,"2025-11-14 18:54:35",NEFT,68303.00,"Withdrawal transaction",INR
4989,258,Loan_payment,"2025-12-31 18:54:35",Cash,33994.00,"Loan_payment transaction",INR
4990,109,Loan_payment,"2025-12-12 18:54:35",Online,93075.00,"Loan_payment transaction",INR
4991,91,Deposit,"2025-03-28 18:54:35",NEFT,55146.00,"Deposit transaction",INR
4992,388,Deposit,"2025-06-12 18:54:35",NEFT,99049.00,"Deposit transaction",INR
4993,374,Transfer,"2025-08-23 18:54:35",Online,45212.00,"Transfer transaction",INR
4994,49,Withdrawal,"2025-07-30 18:54:35",Cheque,14361.00,"Withdrawal transaction",INR
4995,327,Deposit,"2025-02-16 18:54:35",Online,28580.00,"Deposit transaction",INR
4996,284,Deposit,"2025-03-18 18:54:35",Cash,42284.00,"Deposit transaction",INR
4997,215,Transfer,"2025-11-21 18:54:35",NEFT,84645.00,"Transfer transaction",INR
4998,252,Loan_payment,"2025-11-10 18:54:35",Cash,33220.00,"Loan_payment transaction",INR
4999,362,Deposit,"2025-06-07 18:54:35",Cheque,56110.00,"Deposit transaction",INR
5000,294,Deposit,"2025-02-22 18:54:35",Online,46158.00,"Deposit transaction",INR
5001,165,Deposit,"2025-06-20 18:54:35",NEFT,4470.00,"Deposit transaction",INR
5002,194,Withdrawal,"2025-10-24 18:54:35",NEFT,36119.00,"Withdrawal transaction",INR
5003,355,Deposit,"2025-08-28 18:54:35",Online,33745.00,"Deposit transaction",INR
5004,270,Withdrawal,"2025-08-20 18:54:35",NEFT,84615.00,"Withdrawal transaction",INR
5005,351,Deposit,"2025-08-12 18:54:35",NEFT,74987.00,"Deposit transaction",INR
5006,27,Transfer,"2025-04-20 18:54:35",Cash,77956.00,"Transfer transaction",INR
5007,233,Loan_payment,"2025-09-21 18:54:35",ATM,32175.00,"Loan_payment transaction",INR
5008,51,Transfer,"2025-06-09 18:54:35",NEFT,39951.00,"Transfer transaction",INR
5009,294,Deposit,"2025-11-06 18:54:35",NEFT,47542.00,"Deposit transaction",INR
5010,403,Deposit,"2025-03-23 18:54:35",NEFT,2407.00,"Deposit transaction",INR
5011,341,Transfer,"2025-11-16 18:54:35",Cheque,39544.00,"Transfer transaction",INR
5012,73,Deposit,"2025-10-12 18:54:35",Cheque,14027.00,"Deposit transaction",INR
5013,267,Loan_payment,"2025-12-28 18:54:35",Cash,17773.00,"Loan_payment transaction",INR
5014,35,Loan_payment,"2025-06-14 18:54:35",Cheque,2804.00,"Loan_payment transaction",INR
5015,249,Deposit,"2026-01-16 18:54:35",Online,97400.00,"Deposit transaction",INR
5016,6,Deposit,"2025-02-17 18:54:35",Cash,83169.00,"Deposit transaction",INR
5017,320,Loan_payment,"2025-02-26 18:54:35",Cheque,85994.00,"Loan_payment transaction",INR
5018,282,Withdrawal,"2025-06-25 18:54:35",Cheque,47976.00,"Withdrawal transaction",INR
5019,78,Withdrawal,"2025-02-19 18:54:35",Cheque,744.00,"Withdrawal transaction",INR
5020,54,Loan_payment,"2025-08-04 18:54:35",NEFT,67476.00,"Loan_payment transaction",INR
5021,406,Withdrawal,"2025-03-12 18:54:35",Online,28029.00,"Withdrawal transaction",INR
5022,110,Loan_payment,"2025-12-30 18:54:35",ATM,53444.00,"Loan_payment transaction",INR
5023,168,Loan_payment,"2025-03-02 18:54:35",ATM,62840.00,"Loan_payment transaction",INR
5024,226,Transfer,"2025-10-12 18:54:35",Online,84449.00,"Transfer transaction",INR
5025,189,Loan_payment,"2025-11-14 18:54:35",Cheque,23744.00,"Loan_payment transaction",INR
5026,110,Loan_payment,"2025-07-03 18:54:35",Cheque,56053.00,"Loan_payment transaction",INR
5027,53,Withdrawal,"2025-05-16 18:54:35",Cash,76981.00,"Withdrawal transaction",INR
5028,280,Withdrawal,"2025-04-09 18:54:35",Cash,10065.00,"Withdrawal transaction",INR
5029,49,Loan_payment,"2025-11-04 18:54:35",ATM,2586.00,"Loan_payment transaction",INR
5030,118,Loan_payment,"2025-11-07 18:54:35",Cheque,56987.00,"Loan_payment transaction",INR
5031,259,Transfer,"2025-05-01 18:54:35",NEFT,28501.00,"Transfer transaction",INR
5032,127,Loan_payment,"2025-05-03 18:54:35",ATM,15071.00,"Loan_payment transaction",INR
5033,416,Deposit,"2025-10-14 18:54:35",ATM,62489.00,"Deposit transaction",INR
5034,197,Withdrawal,"2025-05-31 18:54:35",Online,34976.00,"Withdrawal transaction",INR
5035,403,Transfer,"2025-07-01 18:54:35",NEFT,70098.00,"Transfer transaction",INR
5036,201,Deposit,"2025-08-01 18:54:35",Online,53213.00,"Deposit transaction",INR
5037,174,Deposit,"2025-08-24 18:54:35",NEFT,46657.00,"Deposit transaction",INR
5038,245,Loan_payment,"2025-09-27 18:54:35",Cheque,51031.00,"Loan_payment transaction",INR
5039,376,Deposit,"2025-12-01 18:54:35",Cheque,35826.00,"Deposit transaction",INR
5040,75,Loan_payment,"2025-07-07 18:54:35",Online,28169.00,"Loan_payment transaction",INR
5041,311,Withdrawal,"2025-04-29 18:54:35",ATM,90698.00,"Withdrawal transaction",INR
5042,327,Withdrawal,"2025-05-16 18:54:35",NEFT,53443.00,"Withdrawal transaction",INR
5043,401,Loan_payment,"2025-03-02 18:54:35",ATM,55452.00,"Loan_payment transaction",INR
5044,267,Transfer,"2025-03-19 18:54:35",ATM,33151.00,"Transfer transaction",INR
5045,297,Deposit,"2025-06-01 18:54:35",Online,82944.00,"Deposit transaction",INR
5046,379,Withdrawal,"2025-12-21 18:54:35",ATM,42644.00,"Withdrawal transaction",INR
5047,322,Transfer,"2025-05-21 18:54:35",Cheque,41074.00,"Transfer transaction",INR
5048,231,Deposit,"2025-11-30 18:54:35",NEFT,55816.00,"Deposit transaction",INR
5049,129,Transfer,"2025-02-23 18:54:35",Online,92012.00,"Transfer transaction",INR
5050,37,Withdrawal,"2025-11-19 18:54:35",NEFT,50733.00,"Withdrawal transaction",INR
5051,324,Transfer,"2025-04-28 18:54:35",Cash,17380.00,"Transfer transaction",INR
5052,330,Withdrawal,"2026-01-22 18:54:35",Online,56392.00,"Withdrawal transaction",INR
5053,376,Loan_payment,"2025-11-07 18:54:35",ATM,32841.00,"Loan_payment transaction",INR
5054,229,Loan_payment,"2025-03-28 18:54:35",Cash,92774.00,"Loan_payment transaction",INR
5055,380,Loan_payment,"2025-06-13 18:54:35",Cheque,90430.00,"Loan_payment transaction",INR
5056,318,Transfer,"2025-06-16 18:54:35",NEFT,79113.00,"Transfer transaction",INR
5057,230,Deposit,"2025-02-25 18:54:35",Cheque,75210.00,"Deposit transaction",INR
5058,36,Withdrawal,"2025-04-28 18:54:35",Cash,52347.00,"Withdrawal transaction",INR
5059,212,Deposit,"2025-03-21 18:54:35",Cheque,13495.00,"Deposit transaction",INR
5060,312,Loan_payment,"2025-11-27 18:54:35",Cheque,3256.00,"Loan_payment transaction",INR
5061,398,Transfer,"2025-12-14 18:54:35",Cheque,12202.00,"Transfer transaction",INR
5062,22,Transfer,"2025-11-22 18:54:35",Online,74494.00,"Transfer transaction",INR
5063,169,Withdrawal,"2025-08-08 18:54:35",Cash,33199.00,"Withdrawal transaction",INR
5064,50,Loan_payment,"2026-01-13 18:54:35",NEFT,3559.00,"Loan_payment transaction",INR
5065,313,Deposit,"2025-03-01 18:54:35",Online,49200.00,"Deposit transaction",INR
5066,113,Transfer,"2025-04-15 18:54:35",Cheque,47245.00,"Transfer transaction",INR
5067,129,Deposit,"2025-06-17 18:54:35",Cash,3650.00,"Deposit transaction",INR
5068,45,Withdrawal,"2025-12-05 18:54:35",Cheque,54198.00,"Withdrawal transaction",INR
5069,78,Deposit,"2025-02-25 18:54:35",ATM,34251.00,"Deposit transaction",INR
5070,342,Transfer,"2025-12-05 18:54:35",NEFT,19767.00,"Transfer transaction",INR
5071,66,Transfer,"2025-06-03 18:54:35",Cash,20574.00,"Transfer transaction",INR
5072,136,Transfer,"2025-05-22 18:54:35",ATM,53185.00,"Transfer transaction",INR
5073,184,Transfer,"2025-12-22 18:54:35",Cheque,99174.00,"Transfer transaction",INR
5074,45,Deposit,"2025-08-20 18:54:35",Cheque,9478.00,"Deposit transaction",INR
5075,132,Transfer,"2025-10-31 18:54:35",NEFT,12217.00,"Transfer transaction",INR
5076,388,Deposit,"2025-05-19 18:54:35",Cheque,78192.00,"Deposit transaction",INR
5077,29,Withdrawal,"2026-01-16 18:54:35",Online,11571.00,"Withdrawal transaction",INR
5078,52,Transfer,"2025-04-20 18:54:35",Online,38275.00,"Transfer transaction",INR
5079,286,Transfer,"2025-08-02 18:54:35",ATM,95614.00,"Transfer transaction",INR
5080,196,Withdrawal,"2026-02-14 18:54:35",Cash,73884.00,"Withdrawal transaction",INR
5081,214,Withdrawal,"2025-07-08 18:54:35",ATM,56574.00,"Withdrawal transaction",INR
5082,404,Withdrawal,"2025-09-16 18:54:35",Cheque,4167.00,"Withdrawal transaction",INR
5083,139,Deposit,"2026-01-08 18:54:35",Cheque,42454.00,"Deposit transaction",INR
5084,275,Loan_payment,"2025-03-28 18:54:35",ATM,98305.00,"Loan_payment transaction",INR
5085,91,Withdrawal,"2025-05-04 18:54:35",Cash,42501.00,"Withdrawal transaction",INR
5086,345,Withdrawal,"2025-08-17 18:54:35",ATM,78094.00,"Withdrawal transaction",INR
5087,99,Transfer,"2025-03-08 18:54:35",ATM,69153.00,"Transfer transaction",INR
5088,338,Transfer,"2025-10-01 18:54:35",NEFT,23454.00,"Transfer transaction",INR
5089,61,Transfer,"2025-12-12 18:54:35",Cash,61008.00,"Transfer transaction",INR
5090,122,Loan_payment,"2025-03-23 18:54:35",Cash,92849.00,"Loan_payment transaction",INR
5091,161,Loan_payment,"2025-12-03 18:54:35",Cheque,23199.00,"Loan_payment transaction",INR
5092,131,Loan_payment,"2025-03-04 18:54:35",Online,96465.00,"Loan_payment transaction",INR
5093,86,Deposit,"2026-01-01 18:54:35",Online,16879.00,"Deposit transaction",INR
5094,401,Withdrawal,"2025-07-31 18:54:35",Cheque,44510.00,"Withdrawal transaction",INR
5095,338,Transfer,"2025-12-02 18:54:35",Cash,42083.00,"Transfer transaction",INR
5096,380,Deposit,"2025-03-01 18:54:35",Cash,94921.00,"Deposit transaction",INR
5097,86,Deposit,"2025-02-16 18:54:35",Cheque,15823.00,"Deposit transaction",INR
5098,46,Withdrawal,"2025-04-30 18:54:35",ATM,55976.00,"Withdrawal transaction",INR
5099,30,Transfer,"2025-03-11 18:54:35",Cash,96407.00,"Transfer transaction",INR
5100,88,Transfer,"2025-12-14 18:54:35",Online,25712.00,"Transfer transaction",INR
5101,254,Loan_payment,"2026-01-15 18:54:35",Online,53103.00,"Loan_payment transaction",INR
5102,373,Withdrawal,"2025-10-31 18:54:35",Online,22899.00,"Withdrawal transaction",INR
5103,371,Deposit,"2026-01-17 18:54:35",Cheque,57924.00,"Deposit transaction",INR
5104,150,Transfer,"2025-08-04 18:54:35",NEFT,56276.00,"Transfer transaction",INR
5105,350,Withdrawal,"2025-05-16 18:54:35",ATM,60407.00,"Withdrawal transaction",INR
5106,343,Loan_payment,"2025-11-27 18:54:35",Online,85836.00,"Loan_payment transaction",INR
5107,199,Deposit,"2025-10-08 18:54:35",Cash,73689.00,"Deposit transaction",INR
5108,302,Transfer,"2025-04-06 18:54:35",Cheque,55661.00,"Transfer transaction",INR
5109,131,Loan_payment,"2025-10-05 18:54:35",NEFT,97907.00,"Loan_payment transaction",INR
5110,113,Transfer,"2026-01-15 18:54:35",ATM,26535.00,"Transfer transaction",INR
5111,110,Transfer,"2026-01-22 18:54:35",Online,7238.00,"Transfer transaction",INR
5112,292,Withdrawal,"2025-07-13 18:54:35",Cash,30652.00,"Withdrawal transaction",INR
5113,193,Withdrawal,"2025-11-27 18:54:35",NEFT,53673.00,"Withdrawal transaction",INR
5114,272,Deposit,"2025-06-18 18:54:35",Online,60990.00,"Deposit transaction",INR
5115,237,Transfer,"2025-03-30 18:54:35",Cheque,85782.00,"Transfer transaction",INR
5116,179,Deposit,"2025-08-19 18:54:35",ATM,50523.00,"Deposit transaction",INR
5117,229,Transfer,"2025-02-22 18:54:35",NEFT,28033.00,"Transfer transaction",INR
5118,160,Loan_payment,"2025-08-15 18:54:35",NEFT,98833.00,"Loan_payment transaction",INR
5119,248,Transfer,"2025-06-04 18:54:35",Cheque,46486.00,"Transfer transaction",INR
5120,305,Transfer,"2025-06-08 18:54:35",Cheque,56020.00,"Transfer transaction",INR
5121,233,Loan_payment,"2025-05-02 18:54:35",ATM,73536.00,"Loan_payment transaction",INR
5122,290,Withdrawal,"2025-03-08 18:54:35",NEFT,10778.00,"Withdrawal transaction",INR
5123,70,Transfer,"2025-07-01 18:54:35",ATM,1122.00,"Transfer transaction",INR
5124,84,Loan_payment,"2025-02-20 18:54:35",Online,12193.00,"Loan_payment transaction",INR
5125,66,Transfer,"2025-05-28 18:54:35",NEFT,83406.00,"Transfer transaction",INR
5126,302,Deposit,"2025-02-22 18:54:35",Cheque,46365.00,"Deposit transaction",INR
5127,33,Loan_payment,"2025-12-28 18:54:35",ATM,44725.00,"Loan_payment transaction",INR
5128,331,Transfer,"2025-03-27 18:54:35",NEFT,58524.00,"Transfer transaction",INR
5129,319,Withdrawal,"2025-11-27 18:54:35",NEFT,15916.00,"Withdrawal transaction",INR
5130,124,Deposit,"2026-01-28 18:54:35",ATM,82821.00,"Deposit transaction",INR
5131,403,Transfer,"2026-02-01 18:54:35",ATM,69554.00,"Transfer transaction",INR
5132,395,Withdrawal,"2025-06-22 18:54:35",Online,62464.00,"Withdrawal transaction",INR
5133,323,Withdrawal,"2025-12-07 18:54:35",ATM,91940.00,"Withdrawal transaction",INR
5134,64,Withdrawal,"2025-02-20 18:54:35",NEFT,19428.00,"Withdrawal transaction",INR
5135,103,Transfer,"2025-02-21 18:54:35",Cheque,27962.00,"Transfer transaction",INR
5136,318,Deposit,"2025-04-30 18:54:35",NEFT,87680.00,"Deposit transaction",INR
5137,224,Loan_payment,"2025-08-16 18:54:35",ATM,30869.00,"Loan_payment transaction",INR
5138,232,Loan_payment,"2025-10-05 18:54:35",NEFT,28917.00,"Loan_payment transaction",INR
5139,15,Withdrawal,"2025-12-22 18:54:35",Online,9414.00,"Withdrawal transaction",INR
5140,183,Withdrawal,"2025-07-26 18:54:35",NEFT,75466.00,"Withdrawal transaction",INR
5141,351,Deposit,"2025-07-14 18:54:35",Cheque,54049.00,"Deposit transaction",INR
5142,126,Loan_payment,"2025-12-27 18:54:35",ATM,73914.00,"Loan_payment transaction",INR
5143,245,Loan_payment,"2025-05-06 18:54:35",NEFT,53455.00,"Loan_payment transaction",INR
5144,89,Loan_payment,"2025-03-23 18:54:35",ATM,72716.00,"Loan_payment transaction",INR
5145,77,Transfer,"2025-03-04 18:54:35",NEFT,21474.00,"Transfer transaction",INR
5146,36,Transfer,"2025-03-09 18:54:35",Cash,56556.00,"Transfer transaction",INR
5147,132,Loan_payment,"2025-09-10 18:54:35",Cash,76147.00,"Loan_payment transaction",INR
5148,68,Deposit,"2026-01-15 18:54:35",NEFT,51604.00,"Deposit transaction",INR
5149,340,Transfer,"2025-06-11 18:54:35",Cash,83884.00,"Transfer transaction",INR
5150,361,Loan_payment,"2025-10-11 18:54:35",Cheque,29344.00,"Loan_payment transaction",INR
5151,250,Loan_payment,"2025-10-16 18:54:35",Cash,95743.00,"Loan_payment transaction",INR
5152,204,Loan_payment,"2025-10-16 18:54:35",Online,45154.00,"Loan_payment transaction",INR
5153,30,Transfer,"2025-12-15 18:54:35",ATM,35993.00,"Transfer transaction",INR
5154,217,Loan_payment,"2025-03-22 18:54:35",Cheque,10246.00,"Loan_payment transaction",INR
5155,209,Transfer,"2026-02-08 18:54:35",Cash,80210.00,"Transfer transaction",INR
5156,324,Loan_payment,"2025-05-21 18:54:35",ATM,83288.00,"Loan_payment transaction",INR
5157,318,Transfer,"2025-10-31 18:54:35",ATM,59828.00,"Transfer transaction",INR
5158,183,Withdrawal,"2025-04-12 18:54:35",Cheque,31644.00,"Withdrawal transaction",INR
5159,111,Deposit,"2025-12-22 18:54:35",Online,79845.00,"Deposit transaction",INR
5160,52,Withdrawal,"2025-04-09 18:54:35",NEFT,17281.00,"Withdrawal transaction",INR
5161,296,Loan_payment,"2025-10-19 18:54:35",Cash,99236.00,"Loan_payment transaction",INR
5162,56,Deposit,"2025-12-01 18:54:35",Cheque,69602.00,"Deposit transaction",INR
5163,72,Transfer,"2026-02-14 18:54:35",NEFT,25012.00,"Transfer transaction",INR
5164,219,Transfer,"2025-04-12 18:54:35",ATM,61711.00,"Transfer transaction",INR
5165,90,Deposit,"2025-11-23 18:54:35",ATM,54416.00,"Deposit transaction",INR
5166,38,Transfer,"2025-03-30 18:54:35",Online,76751.00,"Transfer transaction",INR
5167,360,Loan_payment,"2025-08-05 18:54:35",NEFT,68162.00,"Loan_payment transaction",INR
5168,284,Deposit,"2025-10-14 18:54:35",ATM,81414.00,"Deposit transaction",INR
5169,271,Deposit,"2025-11-16 18:54:35",Cheque,23729.00,"Deposit transaction",INR
5170,41,Withdrawal,"2025-07-12 18:54:35",NEFT,74908.00,"Withdrawal transaction",INR
5171,9,Withdrawal,"2025-12-14 18:54:35",Online,31363.00,"Withdrawal transaction",INR
5172,110,Deposit,"2025-11-05 18:54:35",NEFT,80805.00,"Deposit transaction",INR
5173,410,Withdrawal,"2025-09-03 18:54:35",Cash,9356.00,"Withdrawal transaction",INR
5174,293,Transfer,"2025-05-27 18:54:35",NEFT,16297.00,"Transfer transaction",INR
5175,311,Transfer,"2026-01-17 18:54:35",Cash,56350.00,"Transfer transaction",INR
5176,382,Loan_payment,"2025-05-20 18:54:35",NEFT,35272.00,"Loan_payment transaction",INR
5177,358,Loan_payment,"2025-07-08 18:54:35",NEFT,8202.00,"Loan_payment transaction",INR
5178,256,Withdrawal,"2025-05-26 18:54:35",Online,25975.00,"Withdrawal transaction",INR
5179,169,Deposit,"2025-04-04 18:54:35",Online,84853.00,"Deposit transaction",INR
5180,237,Transfer,"2025-08-20 18:54:35",NEFT,24632.00,"Transfer transaction",INR
5181,17,Transfer,"2025-11-03 18:54:35",Online,73779.00,"Transfer transaction",INR
5182,268,Loan_payment,"2025-10-31 18:54:35",Cheque,36953.00,"Loan_payment transaction",INR
5183,109,Withdrawal,"2026-02-07 18:54:35",ATM,43736.00,"Withdrawal transaction",INR
5184,83,Deposit,"2025-07-27 18:54:35",Cheque,92240.00,"Deposit transaction",INR
5185,337,Withdrawal,"2026-01-23 18:54:35",Cheque,38734.00,"Withdrawal transaction",INR
5186,160,Transfer,"2025-06-10 18:54:35",Online,73864.00,"Transfer transaction",INR
5187,21,Loan_payment,"2026-01-14 18:54:35",Online,19689.00,"Loan_payment transaction",INR
5188,380,Loan_payment,"2025-08-28 18:54:35",NEFT,30573.00,"Loan_payment transaction",INR
5189,196,Withdrawal,"2025-06-08 18:54:35",ATM,94449.00,"Withdrawal transaction",INR
5190,112,Transfer,"2025-10-12 18:54:35",Cash,27746.00,"Transfer transaction",INR
5191,291,Deposit,"2025-09-05 18:54:35",ATM,46116.00,"Deposit transaction",INR
5192,168,Deposit,"2025-11-23 18:54:35",NEFT,68425.00,"Deposit transaction",INR
5193,102,Loan_payment,"2025-11-28 18:54:35",NEFT,53166.00,"Loan_payment transaction",INR
5194,42,Loan_payment,"2025-10-07 18:54:35",Cheque,85277.00,"Loan_payment transaction",INR
5195,17,Transfer,"2025-07-03 18:54:35",Cheque,13324.00,"Transfer transaction",INR
5196,161,Deposit,"2025-04-28 18:54:35",ATM,7041.00,"Deposit transaction",INR
5197,5,Withdrawal,"2025-05-25 18:54:35",Cheque,65967.00,"Withdrawal transaction",INR
5198,308,Withdrawal,"2025-12-26 18:54:35",Cheque,51718.00,"Withdrawal transaction",INR
