history_id,customer_id,branch_id,account_id,transaction_type,transaction_amount,opening_balance,closing_balance,transaction_date,transaction_mode,currency
4130,15,8,114,Loan_payment,25172.06,0.00,0.00,"2024-12-30 23:13:08",NEFT,INR
4131,280,5,9,Withdrawal,85701.54,27302.42,0.00,"2025-11-30 16:02:09",Online,INR
4132,146,2,400,Loan_payment,77710.61,42322.41,0.00,"2025-05-06 08:38:05",ATM,INR
4133,92,36,70,Loan_payment,88133.60,159439.67,71306.07,"2024-09-27 12:34:15",Cash,INR
4134,124,11,121,Loan_payment,68303.77,0.00,0.00,"2024-09-12 06:18:40",ATM,INR
4135,200,9,117,Withdrawal,32473.91,0.00,0.00,"2026-01-16 02:30:07",NEFT,INR
4136,272,29,294,Transfer,69230.66,0.00,0.00,"2025-08-28 20:37:30",Online,INR
4137,24,3,402,Loan_payment,52690.97,14280.55,0.00,"2025-11-09 21:10:08",Online,INR
4138,236,15,325,Transfer,38984.03,51559.51,12575.48,"2025-08-28 20:39:41",ATM,INR
4139,245,50,198,Deposit,11116.93,88577.98,99694.91,"2025-01-27 06:42:46",ATM,INR
4140,95,24,48,Loan_payment,56925.54,15258.01,0.00,"2025-12-16 12:21:14",Cash,INR
4141,299,8,16,Transfer,3641.50,61161.30,57519.80,"2025-06-12 13:51:34",ATM,INR
4142,127,14,324,Withdrawal,11144.60,37334.40,26189.80,"2025-11-16 05:52:36",NEFT,INR
4143,269,9,254,Withdrawal,3828.65,0.00,0.00,"2025-05-29 15:15:15",Cheque,INR
4144,61,9,215,Transfer,88349.71,20614.31,0.00,"2024-10-10 10:07:22",ATM,INR
4145,68,30,58,Withdrawal,39468.94,0.00,0.00,"2025-10-24 11:51:54",Cheque,INR
4146,5,15,128,Loan_payment,73389.31,75322.23,1932.92,"2024-05-14 22:07:45",Cash,INR
4147,279,14,126,Loan_payment,7700.28,37910.70,30210.42,"2024-12-14 16:36:00",ATM,INR
4148,140,27,290,Transfer,5384.75,35195.53,29810.78,"2024-09-16 08:40:16",Online,INR
4149,175,1,398,Deposit,83470.22,0.00,83470.22,"2024-10-09 14:57:01",NEFT,INR
4150,62,10,20,Deposit,77812.49,25511.28,103323.77,"2026-01-28 12:34:15",Online,INR
4151,68,42,83,Loan_payment,5565.10,137834.93,132269.83,"2025-08-14 01:39:01",Cheque,INR
4152,251,50,395,Loan_payment,63042.03,0.00,0.00,"2025-12-20 06:13:13",Cash,INR
4153,126,9,254,Deposit,86431.56,0.00,86431.56,"2024-11-16 05:20:57",ATM,INR
4154,299,8,15,Loan_payment,32717.46,0.00,0.00,"2025-08-13 04:10:17",NEFT,INR
4155,59,33,164,Transfer,89703.32,100484.03,10780.71,"2024-07-24 22:15:33",Cheque,INR
4156,114,7,310,Withdrawal,10639.68,0.00,0.00,"2025-04-01 20:52:49",Cash,INR
4157,111,5,207,Transfer,62088.20,93022.59,30934.39,"2024-12-31 17:02:59",Cheque,INR
4158,261,20,237,Deposit,63770.36,0.00,63770.36,"2024-11-26 22:48:13",ATM,INR
4159,6,39,77,Transfer,69887.14,52506.71,0.00,"2025-08-29 20:28:53",NEFT,INR
4160,297,8,311,Deposit,75665.40,20125.02,95790.42,"2025-09-18 12:55:04",NEFT,INR
4161,165,23,45,Loan_payment,77927.12,114581.03,36653.91,"2024-06-30 11:57:21",Online,INR
4162,276,14,126,Withdrawal,38322.30,30210.42,0.00,"2025-01-23 09:18:25",Online,INR
4163,229,41,180,Transfer,20874.97,68155.97,47281.00,"2025-12-31 14:54:41",Cash,INR
4164,211,48,194,Transfer,17434.91,0.00,0.00,"2024-04-06 01:36:46",ATM,INR
4165,27,17,232,Transfer,60198.86,0.00,0.00,"2024-12-23 20:35:22",NEFT,INR
4166,249,10,315,Loan_payment,46223.18,0.00,0.00,"2025-10-29 04:35:20",NEFT,INR
4167,28,19,236,Deposit,64703.91,0.00,64703.91,"2025-11-23 10:45:31",Cash,INR
4168,308,6,407,Withdrawal,9882.24,0.00,0.00,"2025-02-11 04:27:44",ATM,INR
4169,232,4,107,Transfer,63584.75,0.00,0.00,"2025-05-13 18:47:37",Cheque,INR
4170,193,9,18,Transfer,60649.72,0.00,0.00,"2026-01-12 05:55:59",Cash,INR
4171,31,6,307,Withdrawal,72136.28,4841.24,0.00,"2025-02-20 01:50:00",Cash,INR
4172,195,2,399,Deposit,49498.94,58635.20,108134.14,"2024-05-21 16:52:17",ATM,INR
4173,246,47,92,Deposit,28912.87,0.00,28912.87,"2025-05-12 22:35:05",ATM,INR
4174,3,28,293,Deposit,64648.39,47794.46,112442.85,"2024-04-26 08:06:25",Online,INR
4175,54,31,358,Withdrawal,32709.10,65386.67,32677.57,"2025-10-14 18:16:06",Online,INR
4176,215,28,54,Withdrawal,61077.34,18804.79,0.00,"2024-05-24 06:51:24",Cash,INR
4177,54,23,144,Loan_payment,68352.91,0.00,0.00,"2024-12-22 14:16:32",Online,INR
4178,254,6,12,Deposit,75457.64,0.00,75457.64,"2024-10-27 17:46:37",NEFT,INR
4179,267,48,94,Transfer,5696.06,0.00,0.00,"2024-11-13 22:53:37",Cheque,INR
4180,312,33,163,Deposit,77242.54,187677.82,264920.36,"2025-10-08 07:03:20",ATM,INR
4181,71,7,211,Transfer,14087.85,0.00,0.00,"2025-09-22 12:02:38",NEFT,INR
4182,298,23,143,Withdrawal,50278.29,0.00,0.00,"2024-06-03 13:21:03",Cheque,INR
4183,287,7,212,Withdrawal,65014.62,0.00,0.00,"2024-08-09 15:53:32",ATM,INR
4184,86,40,375,Loan_payment,53655.87,0.00,0.00,"2025-02-07 18:18:15",NEFT,INR
4185,178,37,172,Loan_payment,5772.91,0.00,0.00,"2024-09-20 07:30:33",Cheque,INR
4186,49,48,94,Deposit,57398.07,0.00,57398.07,"2025-12-14 12:20:08",Cheque,INR
4187,7,19,235,Transfer,65764.74,34385.46,0.00,"2025-01-25 10:40:59",ATM,INR
4188,34,24,48,Withdrawal,78421.20,0.00,0.00,"2024-04-19 22:01:14",NEFT,INR
4189,231,50,99,Transfer,22752.60,68592.23,45839.63,"2025-10-31 23:25:12",Cash,INR
4190,1,12,221,Loan_payment,14756.12,0.00,0.00,"2024-06-22 15:43:41",NEFT,INR
4191,228,11,318,Transfer,8290.93,0.00,0.00,"2024-05-11 03:03:52",NEFT,INR
4192,278,18,331,Loan_payment,75583.45,0.00,0.00,"2025-01-22 03:08:15",Online,INR
4193,189,4,206,Loan_payment,17181.66,49399.83,32218.17,"2024-06-01 16:57:39",Cheque,INR
4194,248,2,4,Transfer,31804.80,0.00,0.00,"2024-12-16 20:32:06",Cash,INR
4195,47,49,97,Withdrawal,17630.76,102266.58,84635.82,"2024-02-19 09:58:42",ATM,INR
4196,113,45,187,Withdrawal,25463.15,0.00,0.00,"2024-04-24 16:43:32",NEFT,INR
4197,218,31,160,Transfer,54358.50,0.00,0.00,"2024-10-08 13:51:33",Cash,INR
4198,262,4,244,Deposit,2870.58,0.00,2870.58,"2024-07-17 20:55:04",Cash,INR
4199,141,38,173,Loan_payment,77998.18,0.00,0.00,"2025-12-07 21:06:52",Cash,INR
4200,273,10,119,Transfer,46308.96,0.00,0.00,"2024-12-18 08:03:12",ATM,INR
4201,108,1,298,Deposit,54456.65,20108.21,74564.86,"2024-09-20 16:23:53",Online,INR
4202,305,4,303,Deposit,2327.14,63923.74,66250.88,"2024-07-12 22:11:11",Cash,INR
4203,54,27,53,Deposit,76968.90,31219.68,108188.58,"2025-02-10 23:20:45",Cheque,INR
4204,45,19,136,Transfer,300.00,0.00,0.00,"2025-01-06 18:10:33",Cash,INR
4205,144,16,229,Transfer,65954.55,0.00,0.00,"2025-05-07 17:33:34",Cash,INR
4206,36,18,273,Deposit,48574.87,0.00,48574.87,"2025-10-31 02:07:18",Cash,INR
4207,285,4,106,Loan_payment,14631.29,88926.08,74294.79,"2025-09-29 11:44:20",Cheque,INR
4208,132,13,262,Deposit,11355.90,0.00,11355.90,"2024-09-19 03:35:33",ATM,INR
4209,161,13,263,Transfer,65747.55,0.00,0.00,"2025-01-24 11:43:12",ATM,INR
4210,94,33,163,Transfer,60737.38,264920.36,204182.98,"2025-01-02 18:11:40",Cheque,INR
4211,105,31,358,Transfer,83770.85,32677.57,0.00,"2025-09-22 05:26:37",Cash,INR
4212,104,9,117,Withdrawal,84089.62,0.00,0.00,"2025-02-05 18:17:07",Cheque,INR
4213,120,28,351,Withdrawal,10171.87,0.00,0.00,"2024-03-12 11:32:15",Cash,INR
4214,279,9,413,Withdrawal,36332.10,0.00,0.00,"2025-09-20 19:24:38",Cheque,INR
4215,178,36,368,Withdrawal,53046.32,0.00,0.00,"2025-06-27 19:10:24",NEFT,INR
4216,100,19,275,Loan_payment,14918.36,0.00,0.00,"2025-02-28 21:06:49",Cash,INR
4217,175,32,63,Loan_payment,45031.15,0.00,0.00,"2025-03-09 20:49:37",Cash,INR
4218,224,13,262,Transfer,77390.53,11355.90,0.00,"2025-01-26 01:42:20",Online,INR
4219,184,29,155,Withdrawal,51392.20,0.00,0.00,"2025-07-23 16:40:15",Online,INR
4220,84,47,93,Withdrawal,13475.90,0.00,0.00,"2025-12-02 01:01:54",Cheque,INR
4221,150,27,349,Loan_payment,21760.97,0.00,0.00,"2025-12-11 17:22:41",Cheque,INR
4222,277,42,379,Transfer,2160.41,0.00,0.00,"2024-09-06 12:30:58",ATM,INR
4223,189,23,341,Withdrawal,39727.79,17043.31,0.00,"2025-03-07 00:46:47",NEFT,INR
4224,16,20,276,Loan_payment,5361.93,106571.07,101209.14,"2025-01-24 11:46:27",NEFT,INR
4225,70,27,350,Deposit,11977.72,0.00,11977.72,"2024-08-26 06:12:13",NEFT,INR
4226,144,18,134,Transfer,85174.79,0.00,0.00,"2026-01-20 08:35:56",Cheque,INR
4227,86,17,34,Loan_payment,41688.89,0.00,0.00,"2025-06-27 04:04:43",ATM,INR
4228,169,2,4,Transfer,39187.02,0.00,0.00,"2025-08-19 22:54:44",Cheque,INR
4229,44,11,258,Transfer,5792.71,45393.41,39600.70,"2024-07-28 16:07:31",Online,INR
4230,195,9,17,Loan_payment,53464.68,0.00,0.00,"2025-01-13 22:04:32",Online,INR
4231,87,25,346,Transfer,81351.32,143185.24,61833.92,"2024-11-06 11:28:58",ATM,INR
4232,18,35,69,Deposit,84490.10,105521.38,190011.48,"2024-06-12 09:23:47",ATM,INR
4233,155,37,72,Loan_payment,38894.72,11718.53,0.00,"2024-11-22 18:04:02",NEFT,INR
4234,222,35,69,Withdrawal,63385.49,190011.48,126625.99,"2024-08-18 15:53:36",NEFT,INR
4235,76,16,31,Withdrawal,46097.42,0.00,0.00,"2025-12-27 19:48:39",Online,INR
4236,308,37,172,Deposit,55703.66,0.00,55703.66,"2024-09-05 18:37:51",Online,INR
4237,121,35,366,Deposit,75456.31,0.00,75456.31,"2024-04-03 03:00:34",Online,INR
4238,51,16,269,Withdrawal,58776.43,0.00,0.00,"2025-05-20 21:21:07",ATM,INR
4239,271,3,243,Loan_payment,57342.18,193462.06,136119.88,"2025-11-07 18:27:58",Cash,INR
4240,6,9,414,Loan_payment,40650.40,35139.52,0.00,"2025-02-14 03:16:53",Online,INR
4241,178,15,128,Deposit,18306.81,1932.92,20239.73,"2026-01-03 16:14:11",NEFT,INR
4242,199,18,36,Transfer,11519.11,0.00,0.00,"2024-11-19 17:44:32",Cash,INR
4243,100,15,127,Transfer,24831.48,0.00,0.00,"2025-11-15 19:37:44",Online,INR
4244,200,19,334,Transfer,72134.64,0.00,0.00,"2024-09-21 02:24:45",Cash,INR
4245,282,28,351,Loan_payment,3809.62,0.00,0.00,"2025-03-30 01:03:05",Online,INR
4246,238,36,169,Deposit,83803.17,31116.04,114919.21,"2025-07-23 15:16:31",ATM,INR
4247,135,45,88,Withdrawal,75117.44,0.00,0.00,"2024-12-22 08:08:33",Online,INR
4248,86,10,315,Loan_payment,87206.99,0.00,0.00,"2025-10-09 23:22:54",Online,INR
4249,58,9,255,Transfer,4129.12,66269.34,62140.22,"2024-12-03 20:32:04",Online,INR
4250,180,45,187,Withdrawal,27415.13,0.00,0.00,"2026-01-10 07:30:33",NEFT,INR
4251,73,16,268,Withdrawal,58381.90,0.00,0.00,"2024-03-18 20:19:06",Online,INR
4252,9,14,28,Transfer,29599.47,0.00,0.00,"2025-10-26 18:25:48",Online,INR
4253,49,48,392,Deposit,12545.00,0.00,12545.00,"2024-06-11 18:25:43",Cheque,INR
4254,197,11,120,Deposit,47370.30,0.00,47370.30,"2025-02-26 20:47:22",Cash,INR
4255,209,44,384,Deposit,58713.77,0.00,58713.77,"2025-06-21 16:25:04",ATM,INR
4256,19,14,125,Withdrawal,78223.05,0.00,0.00,"2024-08-13 04:35:24",Online,INR
4257,301,34,66,Deposit,57047.52,57140.36,114187.88,"2026-01-21 06:14:24",Cheque,INR
4258,313,19,275,Withdrawal,54922.64,0.00,0.00,"2024-09-17 16:24:56",ATM,INR
4259,290,3,203,Transfer,26977.53,0.00,0.00,"2025-03-10 10:49:47",ATM,INR
4260,69,41,80,Loan_payment,76627.81,0.00,0.00,"2024-06-04 16:57:39",Cash,INR
4261,86,49,394,Withdrawal,42968.85,0.00,0.00,"2025-12-31 21:14:31",ATM,INR
4262,72,28,292,Deposit,1249.84,0.00,1249.84,"2025-04-13 01:04:12",Online,INR
4263,130,41,80,Loan_payment,44299.20,0.00,0.00,"2024-11-08 16:37:58",ATM,INR
4264,75,10,119,Transfer,20640.79,0.00,0.00,"2024-07-24 05:45:07",ATM,INR
4265,285,18,234,Deposit,84725.19,4248.00,88973.19,"2024-11-12 07:45:47",ATM,INR
4266,214,26,149,Withdrawal,48236.72,0.00,0.00,"2024-05-22 17:05:12",ATM,INR
4267,101,45,386,Transfer,86785.64,0.00,0.00,"2025-08-15 08:05:21",Cash,INR
4268,260,7,211,Loan_payment,4488.93,0.00,0.00,"2024-08-23 13:32:04",Online,INR
4269,110,13,263,Loan_payment,38030.70,0.00,0.00,"2025-11-05 10:44:24",NEFT,INR
4270,184,26,51,Loan_payment,965.73,0.00,0.00,"2025-12-02 11:05:01",NEFT,INR
4271,151,36,368,Transfer,34742.81,0.00,0.00,"2024-10-01 06:20:50",Cash,INR
4272,175,10,415,Withdrawal,46562.63,54992.99,8430.36,"2026-01-20 15:01:14",Cash,INR
4273,117,10,415,Withdrawal,40989.90,8430.36,0.00,"2025-11-03 08:17:25",Cheque,INR
4274,214,49,97,Withdrawal,41881.43,84635.82,42754.39,"2025-07-28 23:05:31",Cheque,INR
4275,285,21,278,Withdrawal,77053.16,0.00,0.00,"2024-07-10 10:48:41",NEFT,INR
4276,279,44,383,Transfer,25275.47,9317.86,0.00,"2024-05-01 15:31:40",NEFT,INR
4277,13,3,301,Transfer,29232.10,0.00,0.00,"2024-11-28 01:31:24",ATM,INR
4278,134,15,266,Deposit,84577.27,0.00,84577.27,"2024-05-05 15:31:44",NEFT,INR
4279,295,7,112,Transfer,54582.78,98996.42,44413.64,"2024-05-04 15:32:46",Cash,INR
4280,305,44,383,Transfer,38383.22,0.00,0.00,"2024-11-28 18:58:35",Online,INR
4281,306,5,405,Transfer,66099.12,24813.79,0.00,"2024-09-15 08:34:53",ATM,INR
4282,112,21,337,Loan_payment,69027.04,88438.00,19410.96,"2025-07-30 01:32:28",NEFT,INR
4283,286,12,123,Loan_payment,50488.62,0.00,0.00,"2024-09-11 21:19:56",ATM,INR
4284,168,22,280,Withdrawal,39459.02,54391.93,14932.91,"2025-12-22 01:04:10",Cash,INR
4285,152,38,75,Withdrawal,13046.44,25332.38,12285.94,"2025-03-13 21:02:33",Cash,INR
4286,77,34,166,Withdrawal,43422.82,0.00,0.00,"2025-12-06 00:53:22",ATM,INR
4287,233,13,322,Loan_payment,70173.74,0.00,0.00,"2024-07-14 15:49:12",Cash,INR
4288,17,40,78,Loan_payment,89838.90,11247.42,0.00,"2024-06-08 05:38:29",Cheque,INR
4289,108,3,402,Withdrawal,61025.17,0.00,0.00,"2024-09-11 12:33:10",NEFT,INR
4290,183,49,196,Loan_payment,68979.11,0.00,0.00,"2025-08-03 00:23:52",NEFT,INR
4291,79,4,403,Loan_payment,58395.96,18355.72,0.00,"2024-10-29 07:32:49",NEFT,INR
4292,145,7,410,Loan_payment,50259.18,0.00,0.00,"2025-04-18 09:46:38",Online,INR
4293,25,7,113,Withdrawal,70436.47,0.00,0.00,"2024-02-21 14:06:42",ATM,INR
4294,222,49,96,Loan_payment,57222.36,0.00,0.00,"2024-02-22 01:16:14",Cheque,INR
4295,173,16,268,Transfer,15506.06,0.00,0.00,"2024-05-25 19:25:43",ATM,INR
4296,141,46,190,Transfer,84424.83,0.00,0.00,"2025-12-10 15:56:46",Online,INR
4297,278,15,325,Deposit,54961.63,12575.48,67537.11,"2025-08-16 10:21:30",Online,INR
4298,240,41,377,Withdrawal,30830.53,0.00,0.00,"2024-09-09 13:38:34",Cheque,INR
4299,209,9,314,Deposit,17271.67,218090.73,235362.40,"2025-05-09 08:37:02",NEFT,INR
4300,211,17,132,Loan_payment,78209.62,0.00,0.00,"2026-02-13 09:01:54",Online,INR
4301,24,15,127,Loan_payment,73131.71,0.00,0.00,"2025-10-09 10:42:13",NEFT,INR
4302,189,3,104,Transfer,21311.26,141695.40,120384.14,"2025-10-26 01:48:53",Cash,INR
4303,212,32,161,Deposit,16946.63,0.00,16946.63,"2024-09-23 22:32:54",ATM,INR
4304,67,6,407,Loan_payment,33857.41,0.00,0.00,"2025-03-11 04:37:32",Cash,INR
4305,311,23,341,Withdrawal,87451.77,0.00,0.00,"2024-07-21 00:44:38",Cash,INR
4306,87,20,276,Loan_payment,10705.69,101209.14,90503.45,"2025-02-15 03:12:36",Cheque,INR
4307,150,25,286,Loan_payment,37420.58,125773.32,88352.74,"2024-05-06 04:21:09",Cash,INR
4308,2,24,284,Transfer,88048.76,0.00,0.00,"2025-05-07 00:53:27",Cash,INR
4309,154,5,9,Withdrawal,50850.82,0.00,0.00,"2024-11-15 10:17:09",Cheque,INR
4310,208,20,138,Withdrawal,73555.67,0.00,0.00,"2024-06-26 15:47:01",Online,INR
4311,16,18,332,Loan_payment,42952.71,66420.91,23468.20,"2024-07-04 14:38:22",NEFT,INR
4312,62,45,187,Withdrawal,50966.64,0.00,0.00,"2025-01-22 23:14:18",Cash,INR
4313,67,35,68,Deposit,76713.27,0.00,76713.27,"2024-11-08 14:12:11",NEFT,INR
4314,75,7,251,Transfer,46672.76,73586.93,26914.17,"2024-03-10 06:32:49",Cheque,INR
4315,263,34,66,Deposit,77442.46,114187.88,191630.34,"2024-06-23 12:13:32",NEFT,INR
4316,196,1,1,Transfer,47712.17,0.00,0.00,"2025-09-08 12:52:52",Cash,INR
4317,100,48,392,Deposit,65439.27,12545.00,77984.27,"2024-11-09 23:02:13",ATM,INR
4318,241,42,380,Deposit,60100.57,21724.85,81825.42,"2025-04-06 03:29:58",NEFT,INR
4319,214,9,216,Withdrawal,13140.38,0.00,0.00,"2024-08-20 06:11:06",NEFT,INR
4320,32,18,233,Loan_payment,80883.78,27357.05,0.00,"2026-01-05 14:45:00",Online,INR
4321,310,6,110,Withdrawal,65767.10,53066.62,0.00,"2025-04-23 20:00:30",ATM,INR
4322,209,14,264,Transfer,18943.33,0.00,0.00,"2025-10-28 02:10:28",NEFT,INR
4323,214,29,294,Loan_payment,75322.26,0.00,0.00,"2024-07-10 11:05:56",Cash,INR
4324,268,9,314,Withdrawal,67340.87,235362.40,168021.53,"2026-01-03 01:05:15",Cheque,INR
4325,164,8,115,Deposit,1357.91,8478.45,9836.36,"2025-08-12 05:23:17",ATM,INR
4326,32,8,214,Withdrawal,34055.95,0.00,0.00,"2024-05-04 07:59:55",ATM,INR
4327,177,2,3,Deposit,64253.73,0.00,64253.73,"2025-09-17 21:51:34",Online,INR
4328,196,31,61,Deposit,80769.78,84221.10,164990.88,"2024-10-25 13:56:57",ATM,INR
4329,313,2,399,Transfer,73187.80,108134.14,34946.34,"2025-01-16 06:41:41",Cash,INR
4330,287,5,246,Loan_payment,47807.24,41505.89,0.00,"2024-04-11 00:22:46",Cheque,INR
4331,160,4,404,Deposit,44481.38,951.17,45432.55,"2024-03-19 07:37:15",Cash,INR
4332,235,11,220,Deposit,40254.23,0.00,40254.23,"2025-03-14 23:29:31",Online,INR
4333,293,40,375,Withdrawal,65875.51,0.00,0.00,"2024-09-19 07:30:33",NEFT,INR
4334,8,1,101,Withdrawal,59293.15,25275.04,0.00,"2025-04-10 03:30:02",Cheque,INR
4335,192,33,64,Deposit,40054.10,0.00,40054.10,"2025-10-13 12:05:51",Cheque,INR
4336,91,8,213,Transfer,38678.63,99091.38,60412.75,"2025-05-22 13:38:35",NEFT,INR
4337,157,1,1,Deposit,71468.10,0.00,71468.10,"2025-09-16 15:39:20",Cheque,INR
4338,285,15,128,Deposit,73770.40,20239.73,94010.13,"2025-02-10 01:50:01",NEFT,INR
4339,95,7,251,Transfer,52728.13,26914.17,0.00,"2025-10-06 03:10:28",Cheque,INR
4340,101,48,194,Deposit,60660.04,0.00,60660.04,"2025-11-10 15:49:12",ATM,INR
4341,108,9,254,Transfer,79643.56,86431.56,6788.00,"2024-03-26 01:33:34",Cash,INR
4342,286,18,233,Loan_payment,61975.54,0.00,0.00,"2025-12-19 07:24:05",Online,INR
4343,38,17,232,Loan_payment,2392.22,0.00,0.00,"2025-01-06 16:47:53",Cash,INR
4344,313,6,11,Transfer,46312.68,74389.21,28076.53,"2025-06-12 03:45:19",Cash,INR
4345,39,4,8,Deposit,46655.64,0.00,46655.64,"2025-08-31 14:16:37",Online,INR
4346,185,47,191,Deposit,70107.30,41997.34,112104.64,"2024-04-12 06:38:21",ATM,INR
4347,50,36,170,Withdrawal,30208.43,0.00,0.00,"2025-09-11 01:41:15",Online,INR
4348,146,17,329,Deposit,14954.28,0.00,14954.28,"2025-02-06 01:47:45",ATM,INR
4349,290,21,41,Transfer,60057.37,0.00,0.00,"2024-07-30 20:00:27",NEFT,INR
4350,192,7,211,Transfer,1486.88,0.00,0.00,"2024-02-23 21:32:58",Cheque,INR
4351,39,25,345,Deposit,71707.43,53844.28,125551.71,"2024-11-26 15:28:25",ATM,INR
4352,106,11,219,Transfer,65328.55,80990.49,15661.94,"2025-06-12 12:35:24",ATM,INR
4353,245,4,244,Loan_payment,47015.40,2870.58,0.00,"2025-06-01 04:58:14",Cash,INR
4354,58,44,384,Deposit,61514.29,58713.77,120228.06,"2025-06-07 16:22:51",Cheque,INR
4355,2,46,388,Transfer,61500.83,47683.14,0.00,"2025-02-26 08:24:55",ATM,INR
4356,285,22,280,Transfer,74832.51,14932.91,0.00,"2025-02-07 01:45:37",NEFT,INR
4357,288,22,340,Loan_payment,87175.97,0.00,0.00,"2025-05-09 00:57:44",Cash,INR
4358,291,17,329,Transfer,21667.93,14954.28,0.00,"2024-09-02 21:22:09",Cash,INR
4359,171,10,218,Withdrawal,22913.45,29577.36,6663.91,"2025-06-30 19:07:10",ATM,INR
4360,38,26,149,Deposit,73789.20,0.00,73789.20,"2025-11-14 04:29:57",ATM,INR
4361,18,10,257,Transfer,32376.66,153578.54,121201.88,"2024-08-01 18:35:35",ATM,INR
4362,37,4,8,Deposit,8193.77,46655.64,54849.41,"2024-10-13 01:23:45",NEFT,INR
4363,22,47,92,Deposit,42267.91,28912.87,71180.78,"2024-11-06 18:00:42",NEFT,INR
4364,148,1,238,Deposit,51106.31,0.00,51106.31,"2024-12-19 04:13:31",ATM,INR
4365,65,45,385,Transfer,26393.52,0.00,0.00,"2025-09-14 04:15:44",Online,INR
4366,199,26,149,Withdrawal,19952.99,73789.20,53836.21,"2024-09-19 20:10:18",Cash,INR
4367,25,4,206,Withdrawal,55224.12,32218.17,0.00,"2024-04-13 18:04:03",Cheque,INR
4368,264,22,280,Deposit,24909.65,0.00,24909.65,"2024-03-15 23:00:05",Online,INR
4369,52,12,122,Deposit,65882.60,0.00,65882.60,"2025-02-18 06:55:46",Cheque,INR
4370,225,48,194,Loan_payment,10678.35,60660.04,49981.69,"2025-10-27 09:33:33",Online,INR
4371,178,42,83,Transfer,53512.16,132269.83,78757.67,"2024-07-16 04:31:03",Cash,INR
4372,265,47,390,Withdrawal,32552.24,35083.29,2531.05,"2025-08-27 02:46:33",Online,INR
4373,217,29,294,Withdrawal,87887.60,0.00,0.00,"2024-08-03 21:15:34",Cheque,INR
4374,55,49,393,Deposit,63418.00,0.00,63418.00,"2025-08-27 01:37:53",Online,INR
4375,135,9,117,Deposit,79302.10,0.00,79302.10,"2025-10-06 06:45:59",Cash,INR
4376,257,11,22,Loan_payment,51879.21,26987.15,0.00,"2025-01-25 21:59:13",ATM,INR
4377,190,36,368,Withdrawal,30207.91,0.00,0.00,"2025-05-14 21:18:53",Online,INR
4378,265,26,150,Loan_payment,84641.89,60533.90,0.00,"2025-06-27 18:54:13",Cash,INR
4379,260,48,391,Loan_payment,19278.79,0.00,0.00,"2026-02-04 10:06:17",Cheque,INR
4380,251,3,5,Transfer,86864.58,0.00,0.00,"2025-07-09 14:10:02",NEFT,INR
4381,211,33,163,Loan_payment,57207.44,204182.98,146975.54,"2025-03-31 07:08:50",Online,INR
4382,154,16,268,Withdrawal,12643.99,0.00,0.00,"2025-09-03 17:51:12",Online,INR
4383,110,8,411,Loan_payment,14213.89,0.00,0.00,"2024-12-22 09:16:12",ATM,INR
4384,209,10,119,Withdrawal,35930.34,0.00,0.00,"2025-07-25 05:12:22",Cheque,INR
4385,139,9,17,Transfer,11988.52,0.00,0.00,"2026-01-18 19:51:54",NEFT,INR
4386,74,10,218,Transfer,74574.16,6663.91,0.00,"2025-05-08 10:05:06",NEFT,INR
4387,96,12,260,Transfer,43973.96,0.00,0.00,"2025-08-12 19:18:05",Cash,INR
4388,194,21,337,Withdrawal,48134.62,19410.96,0.00,"2024-06-07 15:36:08",NEFT,INR
4389,9,43,184,Loan_payment,38287.85,0.00,0.00,"2024-11-16 20:21:13",Cash,INR
4390,259,9,117,Transfer,32144.58,79302.10,47157.52,"2024-10-03 08:41:26",ATM,INR
4391,281,31,60,Transfer,58698.71,4976.48,0.00,"2025-04-01 05:52:37",NEFT,INR
4392,30,28,55,Loan_payment,747.48,0.00,0.00,"2025-01-12 16:53:21",Cash,INR
4393,91,5,306,Transfer,5882.77,93328.28,87445.51,"2025-02-23 06:47:12",NEFT,INR
4394,234,14,265,Transfer,33314.06,45794.82,12480.76,"2025-05-16 18:43:20",NEFT,INR
4395,289,45,89,Deposit,80726.38,139883.35,220609.73,"2025-11-04 00:39:16",Online,INR
4396,265,34,165,Loan_payment,42769.35,34513.65,0.00,"2024-09-27 00:07:29",Cheque,INR
4397,15,33,361,Withdrawal,72719.27,0.00,0.00,"2025-11-10 05:47:15",NEFT,INR
4398,189,11,318,Deposit,3002.03,0.00,3002.03,"2025-07-22 07:45:49",ATM,INR
4399,151,27,350,Deposit,88854.15,11977.72,100831.87,"2025-07-10 13:50:32",NEFT,INR
4400,228,26,50,Loan_payment,749.03,0.00,0.00,"2025-08-25 03:06:02",Online,INR
4401,202,43,184,Deposit,43788.30,0.00,43788.30,"2025-07-11 01:18:26",Cheque,INR
4402,297,19,334,Withdrawal,84308.17,0.00,0.00,"2026-02-06 05:12:18",Cheque,INR
4403,264,10,19,Withdrawal,4442.33,0.00,0.00,"2025-04-26 20:09:10",ATM,INR
4404,220,25,148,Transfer,29296.36,122028.52,92732.16,"2025-06-21 15:19:37",ATM,INR
4405,240,27,290,Loan_payment,47254.73,29810.78,0.00,"2024-04-06 02:37:53",NEFT,INR
4406,275,6,12,Withdrawal,43213.94,75457.64,32243.70,"2025-05-30 08:40:20",Cheque,INR
4407,64,44,384,Deposit,11913.42,120228.06,132141.48,"2025-11-10 06:56:54",NEFT,INR
